movieId,director
4947,Clint Eastwood
4951,Harry Hook
4952,Mike Hodges
4953,Kevin Connor
4954,Lewis Milestone
4956,Richard Rush
4957,Clint Eastwood
4958,John Moore
4959,Charles Shyer
4961,Scott J. Gill
4962,Steve Miner
4963,Steven Soderbergh
4964,Majid Majidi
4965,Patrick Stettner
4966,Jack Arnold
4967,Danis Tanovic
4969,René Clair
4970,Josef von Sternberg
4971,Paul Mazursky
4973,Jean-Pierre Jeunet
4974,Joel Gallen
4975,Cameron Crowe
4976,Richard Eyre
4977,Mohsen Makhmalbaf
4978,Ray Lawrence
4979,Wes Anderson
4980,Contact info
4981,Christopher Morahan
4985,John Guillermin
4987,Lamont Johnson
4988,Jeff Bleckner
4989,Jesse Dylan
4990,John A. Davis
4991,John Pasquin
4992,Contact info
4993,Peter Jackson
4994,Frank Darabont
4995,Ron Howard
4998,Stanley Kramer
5004,Blake Edwards
5007,Jules Dassin
5008,Billy Wilder
5009,Michael Mann
5010,Ridley Scott
5011,Gillian Armstrong
5012,Barbra Streisand
5013,Robert Altman
5014,Jessie Nelson
5015,Marc Forster
5016,Lasse Hallström
5021,Robert Moore
5023,Neal Jimenez
5025,Jake Kasdan
5026,Christophe Gans
5027,Walter Hill
5028,Not available
5033,Fred Schepisi
5034,Anthony Minghella
5039,Matthew Robbins
5040,Richard Fleischer
5041,Ralph Bakshi
5046,Vincent D'Onofrio
5047,Steve Oedekerk
5048,Brian Levant
5049,Walter Hill
5051,Lone Scherfig
5053,Mike Binder
5054,Douglas Trumbull
5055,Rob Cohen
5059,Werner Herzog
5060,Robert Altman
5062,John Frankenheimer
5063,Marlon Brando
5064,Kevin Reynolds
5065,Mark Pellington
5066,Adam Shankman
5068,Xiaoshuai Wang
5069,Kazuki Akane
5071,Denis Villeneuve
5072,Rintarô
5073,Nanni Moretti
5074,Todd Solondz
5075,Gary Burns
5076,Stephen Sommers
5077,Joel Schumacher
5080,Dewey Nicks
5081,Jez Butterworth
5083,Sturla Gunnarsson
5088,Marielle Huey
5092,Shawn Levy
5093,Andrew Davis
5094,John McTiernan
5095,Billy Morrissette
5096,Patrick Read Johnson
5099,Allan Dwan
5102,Daniel Stern
5103,David Mickey Evans
5105,Nicolas Roeg
5106,Tamra Davis
5107,Gregory Hoblit
5108,Nick Cassavetes
5109,Robin Budd
5110,Jay Chandrasekhar
5111,Joseph Ruben
5112,Fred Schepisi
5113,Vittorio De Sica
5114,Vincente Minnelli
5116,Vincente Minnelli
5120,Joseph L. Mankiewicz
5121,Werner Herzog
5127,Tom Shadyac
5128,Michael Rymer
5131,Michael Kalesniko
5134,Barry Skolnick
5135,Mira Nair
5136,Larry Fessenden
5137,Doug Pray
5139,Michael Ritchie
5146,Yoshiaki Kawajiri
5147,"August 12, 2007 (South Korea)"
5151,Michael Lehmann
5152,Randall Wallace
5155,Jack Hill
5156,Jack Hill
5159,Bill Kroyer
5165,"January 14, 2022 (United Kingdom)"
5168,Stanley Donen
5170,Kevin Bray
5171,Simon Wells
5177,Orson Welles
5178,Rafal Zielinski
5181,James L. Conway
5187,Ronald Neame
5189,Barbara Peeters
5197,Ron Maxwell
5198,John Mackenzie
5202,Alain Resnais
5205,Kevin Connor
5209,Andrew V. McLaglen
5212,Eric Karson
5213,Gilbert Cates
5214,Carl Reiner
5219,Paul W.S. Anderson
5220,Tom Dey
5221,Élie Chouraqui
5222,Charles Herman-Wurmfeld
5224,B.Z. Goldberg
5225,Alfonso Cuarón
5226,Michael Chapman
5231,David Butler
5237,Harold Becker
5238,John Sayles
5239,Jack Hazan
5240,Paul Glickler
5241,Jay Sandrich
5244,Robert Houston
5246,Hal Needham
5247,Hal Needham
5248,Dick Lowry
5250,Sidney Poitier
5254,Guillermo del Toro
5255,Wallace Wolodarsky
5256,Pete Jones
5258,David Gordon Green
5264,Jonathan Frakes
5265,Danny DeVito
5266,David Fincher
5267,John Lee Hancock
5268,Hal Hartley
5269,Michael Haneke
5272,Laurent Cantet
5275,Martin Scorsese
5278,James Frawley
5279,James Lapine
5282,Carl Franklin
5283,Walt Becker
5284,John McKay
5285,Peter Cattaneo
5288,Jayne Loader
5291,Akira Kurosawa
5292,George Roy Hill
5293,Roger Michell
5294,Bill Paxton
5296,Roger Kumble
5297,Peter Bogdanovich
5298,Michel Gondry
5299,Joel Zwick
5300,Delmer Daves
5303,John Patrick Shanley
5304,Not available
5307,Arthur Hiller
5308,Leonard Nimoy
5309,Emile Ardolino
5311,John Hough
5312,Barbet Schroeder
5313,Chuck Russell
5316,Michael Apted
5319,Not available
5321,Clare Peploe
5322,Bart Freundlich
5323,Michelle Palmer
5324,Stephen Herek
5325,Stacy Peralta
5328,Robert J. Wilson
5329,D.J. Caruso
5333,Jean-Pierre Melville
5334,Roger Donaldson
5337,Tom Mankiewicz
5338,Peter Masterson
5339,Woody Allen
5341,Bob Fosse
5345,Robert M. Young
5346,Zalman King
5347,Scott Kalvert
5348,Woody Allen
5349,Sam Raimi
5353,Milton Katselas
5356,Bill Rebane
5357,Charles Haid
5358,Bob Rafelson
5361,Randal Kleiser
5363,Ed Decter
5364,Adrian Lyne
5365,Not available
5372,David Butler
5373,Mikhail Kalatozov
5375,George Sidney
5377,Chris Weitz
5378,George Lucas
5379,Henry Bean
5380,Oliver Parker
5382,James Fargo
5384,Robert Wise
5385,Martin Scorsese
5387,Michael Apted
5388,Christopher Nolan
5389,Kelly Asbury
5390,Roman Coppola
5391,Jill Sprecher
5397,Howard Hawks
5398,Ralph Nelson
5400,Phil Alden Robinson
5401,Malcolm D. Lee
5404,David Hugh Jones
5409,Dwight H. Little
5410,Douglas Trumbull
5414,Joel Schumacher
5415,Callie Khouri
5416,Finn Taylor
5417,Zacharias Kunuk
5418,Doug Liman
5419,Raja Gosnell
5420,John Woo
5421,Peter Care
5422,Alan Taylor
5423,Paul McGuigan
5424,James Toback
5425,Jan Sverák
5427,Carl Gottlieb
5428,Contact info
5433,Daniel Attias
5434,Anatole Litvak
5435,Martin Ritt
5437,Marshall Brickman
5438,Emilio Estevez
5440,John Ford
5442,Jeff Kanew
5443,Jesse Vaughan
5444,Contact info
5445,Steven Spielberg
5446,Phillip Noyce
5447,John Sayles
5448,Tuck Tucker
5449,Steven Brill
5450,Contact info
5451,Anthony Abrams
5452,Tom Ropelewski
5454,Peter MacDonald
5455,Michael Lindsay-Hogg
5456,Peter Markle
5458,John Schultz
5459,Not available
5460,Craig McCracken
5461,Sandra Goldbacher
5462,John Stainton
5463,Rob Bowman
5464,Sam Mendes
5465,Not available
5466,Not available
5468,Nathan Juran
5470,Anthony Asquith
5471,James Bridges
5472,Peter H. Hunt
5475,Costa-Gavras
5476,Rick Rosenthal
5477,Julio Medem
5478,Ellory Elkayem
5479,Kathryn Bigelow
5480,Rob Minkoff
5481,Jay Roach
5483,Nanette Burstein
5485,Gary Winick
5486,Chris Ver Wiel
5489,Werner Herzog
5490,James Frawley
5493,Gordon Douglas
5497,Daniel Mann
5498,Not available
5499,Richard Lester
5500,Jim Abrahams
5501,Perry Andelin Blake
5502,M. Night Shyamalan
5503,Not available
5504,Robert Rodriguez
5505,Miguel Arteta
5506,Clint Eastwood
5507,Rob Cohen
5508,Michael Winterbottom
5512,Not available
5513,David Raynr
5515,Not available
5521,Christopher Cain
5522,Norman Jewison
5523,Ron Underwood
5524,John Stockwell
5525,Sandra Nettelbeck
5527,Neil LaBute
5528,Mark Romanek
5529,Reginald Hudlin
5530,Andrew Niccol
5531,Walter Hill
5532,Julie Davis
5537,Raja Amari
5538,Arna Selznick
5539,Dale Schott
5540,Desmond Davis
5541,Jim Abrahams
5543,Irwin Allen
5544,Nicholas Meyer
5548,Paul Mazursky
5550,Robert D. Webb
5553,John Badham
5556,"October 16, 2024 (United Kingdom)"
5560,René Clair
5562,Rich Murray
5563,Michael Caton-Jones
5564,John Polson
5568,Amy Heckerling
5569,Wes Craven
5570,Alejandro Amenábar
5572,Tim Story
5573,Bruce McCulloch
5574,Louis Leterrier
5575,Claude Miller
5577,Burr Steers
5580,Patrick Hasburgh
5581,Alan Alda
5582,Thom Eberhardt
5584,John R. Cherry III
5585,John R. Cherry III
5588,Wes Craven
5589,Mike Binder
5590,Michael Campus
5591,Franco Amurri
5596,Patrick Read Johnson
5597,Burt Kennedy
5601,Clarence Brown
5602,Alexander Mackendrick
5603,Charles Crichton
5604,Alexander Mackendrick
5607,Juan José Campanella
5608,Oliver Hirschbiegel
5609,Wych Kaosayananda
5610,Bob Dolman
5611,Shekhar Kapur
5612,Luis Mandoki
5613,François Ozon
5614,Not available
5615,Werner Herzog
5617,Steven Shainberg
5618,Hayao Miyazaki
5619,Eugene Jarecki
5620,Andy Tennant
5621,Kevin Donovan
5625,Brad Silberling
5628,Gérard Krawczyk
5629,Phil Vischer
5630,Brett Ratner
5632,Paul Greengrass
5633,Tom Tykwer
5635,George Hickenlooper
5636,Anthony Russo
5637,John Duigan
5638,Not available
5640,Gary Leva
5643,Godfrey Reggio
5644,Sam Wood
5646,Milos Forman
5649,Terence Fisher
5650,Rick Moranis
5651,Arthur Lubin
5657,Franco Amurri
5663,David Twohy
5664,Rick Famuyiwa
5665,Brian Koppelman
5666,Roger Avary
5667,Jay Russell
5668,Peter Kosminsky
5669,Michael Moore
5670,Christian Charles
5672,Kunihiko Yuyama
5673,Paul Thomas Anderson
5675,Guy Ritchie
5678,Ronny Yu
5679,Gore Verbinski
5680,Paul Schrader
5682,Tim Blake Nelson
5684,Godfrey Reggio
5685,Patricia Cardoso
5688,Hilary Birmingham
5689,Robert Benton
5690,Mattias Olsson
5693,John Badham
5694,Sylvester Stallone
5696,James Bridges
5699,William Wiard
5700,Alberto De Martino
5704,Greydon Clark
5706,Patrick O'Riley
5707,Sydney Pollack
5710,Steno
5712,Brian De Palma
5720,Not available
5721,Jeremy Kagan
5723,Michael Apted
5733,Not available
5735,John Alan Schwartz
5736,John Alan Schwartz
5741,Not available
5742,Ronald Neame
5745,Patrick O'Riley
5746,Bruce D. Clark
5747,Peter Weir
5749,John Irvin
5752,"May 5, 2021 (United Kingdom)"
5755,J. Lee Thompson
5764,Michael Crichton
5767,Stanislaw Bareja
5768,Ken Shapiro
5771,George Mihalka
5772,Louis Malle
5773,John G. Avildsen
5779,James Cameron
5780,John Waters
5782,Georges Lautner
5784,Steve Beck
5785,Jeff Tremaine
5786,Charles Stone III
5787,Jonathan Demme
5788,"March 16, 2020 (United Kingdom)"
5791,Julie Taymor
5792,Dylan Kidd
5796,Val Guest
5797,Neil Jordan
5799,Otto Preminger
5801,Norman Jewison
5802,George Roy Hill
5803,Betty Thomas
5804,Michael Lembeck
5809,Brian De Palma
5810,Curtis Hanson
5812,Todd Haynes
5816,Chris Columbus
5817,Atom Egoyan
5818,Carlos Carrera
5820,Paul Justman
5826,John Ford
5828,Steven Vidler
5829,Paul Gross
5833,Neil Marshall
5836,Melville Shavelson
5838,Claude Chabrol
5839,Not available
5840,Not available
5841,William A. Graham
5843,Daniel Petrie Jr.
5847,Milos Forman
5849,Not available
5853,David Cronenberg
5856,Emir Kusturica
5863,Gus Trikonis
5867,Michael Mann
5872,Lee Tamahori
5873,Michael Hoffman
5874,Marcus Raboy
5875,Rebecca Miller
5876,Phillip Noyce
5878,Pedro Almodóvar
5879,Seth Kearsley
5880,Christian Duguay
5881,Steven Soderbergh
5882,Ron Clements
5883,Robert Harmon
5884,"May 19, 2021 (United Kingdom)"
5888,Aleksey Balabanov
5889,Eldar Ryazanov
5890,Petter Næss
5891,Meir Zarchi
5893,John Dahl
5896,Allan Moyle
5899,Cy Endfield
5900,Harold Ramis
5901,Franc. Reyes
5902,Spike Jonze
5903,Kurt Wimmer
5909,Takashi Miike
5912,Juliusz Machulski
5915,John Huston
5919,Aaron Lipstadt
5922,Franco Castellano
5925,Philippe Mora
5927,Colin Higgins
5929,Claude Pinoteau
5932,"July 7, 2023 (United Kingdom)"
5938,Sidney Lumet
5941,Charles Stone III
5942,Tom Brady
5943,Wayne Wang
5944,Stuart Baird
5945,Alexander Payne
5947,Bruce Beresford
5949,Juan Carlos Fresnadillo
5951,Lynne Ramsay
5952,Peter Jackson
5953,Wen Jiang
5954,Spike Lee
5955,Denzel Washington
5956,Martin Scorsese
5957,Marc Lawrence
5959,Joe Carnahan
5961,Kathryn Bigelow
5962,Uli Edel
5963,William Wyler
5965,Ridley Scott
5968,George Armitage
5969,Howard Zieff
5970,Howard Zieff
5971,Hayao Miyazaki
5974,Ludwig Berger
5975,King Vidor
5979,Roger Corman
5980,Bob Clark
5984,Just Jaeckin
5986,John Huston
5988,Thomas Michael Donnelly
5989,Steven Spielberg
5990,Roberto Benigni
5991,Rob Marshall
5992,Stephen Daldry
5994,Douglas McGrath
5995,Roman Polanski
5999,Michael Coldewey
6001,Dick Ebert
6002,Todd Louiso
6003,George Clooney
6005,C.B. Harding
6006,Shawn Levy
6009,Takashi Miike
6012,Chris Koch
6013,David McNally
6014,Dennis Dugan
6016,Fernando Meirelles
6020,George Stevens
6021,Wim Wenders
6022,Edward James Olmos
6023,Jean-Luc Godard
6025,Tamra Davis
6027,Nancy Savoca
6030,Amy Sherman-Palladino
6031,Douglas Sirk
6035,Julien Duvivier
6036,David Greenwalt
6039,Gene Wilder
6040,Jonathan Liebesman
6041,Costa-Gavras
6042,André Heller
6049,John Madden
6051,"June 22, 2023 (United Kingdom)"
6055,Leon Ichaso
6057,Reggie Rock Bythewood
6058,David R. Ellis
6059,Roger Donaldson
6060,Daisy von Scherler Mayer
6062,Keith Fulton
6063,Lucky McKee
6064,Mark Robson
6067,Thaddeus O'Sullivan
6070,Ryû Murakami
6078,Clint Eastwood
6086,Richard T. Heffron
6090,Robert Mulligan
6093,Jules Bass
6095,Not available
6100,Woody Allen
6101,Costa-Gavras
6104,Terry Hughes
6107,Not available
6111,Stuart Gillard
6116,Ken Annakin
6119,Jean-Marie Poiré
6122,Joe Layton
6123,"July 11, 2023 (United States)"
6124,Pierre De Moro
6125,Julien Temple
6140,Dario Argento
6141,Not available
6143,Blake Edwards
6145,Kelly Marcel
6148,Samuel Fuller
6153,Robert J. Rosenthal
6155,Donald Petrie
6156,David Dobkin
6157,Mark Steven Johnson
6158,Steve Trenbirth
6159,David Gordon Green
6162,Gus Van Sant
6163,Not available
6166,Nick Castle
6169,Robert Dalva
6170,Carroll Ballard
6178,Guy Green
6181,John Huston
6182,Norman Jewison
6183,Michael Gordon
6184,Nicolas Roeg
6185,Ron Shelton
6186,Ron Maxwell
6187,Alan Parker
6188,Todd Phillips
6192,Susanne Bier
6193,Mars Callahan
6195,Mark Moskowitz
6196,Andrzej Bartkowiak
6197,Sam Raimi
6201,Trevor Nunn
6202,Not available
6203,Mel Brooks
6204,Phoenix West
6210,Not available
6212,Adam Shankman
6213,Antoine Fuqua
6214,Gaspar Noé
6215,Lisa Cholodenko
6216,Caroline Link
6217,Rose Troche
6218,Gurinder Chadha
6219,William Friedkin
6220,Glen Morgan
6222,Erik Skjoldbjærg
6223,J.B. Rogers
6225,Nicholas Ray
6228,George Stevens
6232,James Hill
6234,Sidney Lumet
6235,Solomon Perel
6237,Anthony Mann
6238,Peter Weir
6239,Henry Levin
6241,Éric Rohmer
6242,Hideo Nakata
6244,Mira Nair
6245,Bob Fosse
6246,Robert M. Young
6249,Brian Klein
6250,Lawrence Kasdan
6251,Francis Glebas
6252,Bruno Barreto
6254,Leo McCarey
6263,John McTiernan
6264,Jon Amiel
6265,Chris Rock
6266,Dennie Gordon
6267,Robert Duvall
6268,Peter Sollett
6269,Steve James
6270,"March 29, 2022 (United Kingdom)"
6271,François Truffaut
6273,Nicholas Ray
6279,Neil Jordan
6280,F. Gary Gray
6281,Joel Schumacher
6283,Shin'ichirô Watanabe
6285,Ed Solomon
6286,Not available
6287,Peter Segal
6288,Justin Lin
6289,James Cameron
6290,Rob Zombie
6291,Lukas Moodysson
6294,Paul Hunter
6295,Linda Mendoza
6296,Christopher Guest
6297,Andrew Davis
6298,John Whitesell
6299,Jacques Perrin
6300,Not available
6301,Sam Peckinpah
6302,Bert I. Gordon
6303,Robert Wise
6305,François Truffaut
6306,Sam Jones
6308,Ivan Reitman
6310,Henry Winkler
6313,Carl Reiner
6314,Herbert Ross
6315,Michael Ritchie
6316,Sidney Lumet
6319,Not available
6320,Paul Mazursky
6322,James Foley
6323,James Mangold
6324,Fred Schepisi
6327,Ted Demme
6329,Jordan Melamed
6330,Daniel Algrant
6331,Jeffrey Blitz
6332,Jim Fall
6333,Bryan Singer
6334,Karen Moncrieff
6335,John Malkovich
6336,Bahman Ghobadi
6337,Richard Kwietniowski
6338,Steve Carr
6339,Not available
6341,Neil LaBute
6342,Miles Swain
6344,Baltasar Kormákur
6345,Richard Attenborough
6347,Stan Lathan
6348,Sam Firstenberg
6349,Joel Silberg
6350,Darren Mooney
6357,Charles Walters
6358,George Sidney
6365,Lana Wachowski
6367,Peyton Reed
6368,Angela Christlieb
6370,Cédric Klapisch
6371,Jim Malone
6373,Tom Shadyac
6374,Andrew Fleming
6375,AJ Schnack
6376,Emanuele Crialese
6377,Andrew Stanton
6378,F. Gary Gray
6379,Rob Schmidt
6380,Andrew Jarecki
6382,Not available
6383,John Singleton
6385,Niki Caro
6386,Henry Hathaway
6387,John Woo
6390,Rouben Mamoulian
6395,George A. Romero
6400,Not available
6402,John Polson
6405,Byron Haskin
6407,Charles Walters
6408,Jamie Uys
6410,Michael Schultz
6412,George Marshall
6415,Federico Fellini
6417,Christian Duguay
6422,Andrew V. McLaglen
6424,John Landis
6425,Randall Miller
6427,Lionel Jeffries
6428,Don Siegel
6429,Anthony Mann
6433,Not available
6434,Raoul Walsh
6436,Michael Caton-Jones
6440,Joel Coen
6442,Fernando Trueba
6448,Robert Aldrich
6449,Mark Robson
6452,Martin Ritt
6453,Robert J. Flaherty
6460,Ron Howard
6461,John Huston
6464,Brian Robbins
6465,Ronald Herdman
6466,Mira Nair
6476,Wolfgang Petersen
6477,Henry King
6480,George Roy Hill
6482,Troy Miller
6483,Robert Iscove
6484,Ron Shelton
6493,Rob Reiner
6502,Danny Boyle
6503,McG
6506,Johnnie To
6509,Not available
6510,Michael Steinberg
6514,"September 14, 2021 (United Kingdom)"
6515,Fritz Lang
6516,Anatole Litvak
6517,Arthur Hiller
6523,Fred Schepisi
6527,George Sidney
6528,Bud Yorkin
6530,"October 10, 2017 (United Kingdom)"
6533,Peter Bogdanovich
6534,Ang Lee
6535,Charles Herman-Wurmfeld
6536,Patrick Gilmore
6537,Jonathan Mostow
6538,François Ozon
6539,Gore Verbinski
6541,Stephen Norrington
6542,Not available
6545,Tim Fywell
6547,Michael Polish
6548,Michael Bay
6549,Clare Kilner
6550,Peter Howitt
6551,Jordan Susman
6552,Stephen Frears
6553,Not available
6554,Alex Proyas
6557,John Gray
6558,John Hughes
6559,Duwayne Dunham
6560,Bob Clark
6561,Jack Arnold
6563,Contact info
6564,Jan de Bont
6565,Gary Ross
6566,Joanne Service
6567,Gregor Jordan
6568,Todd Graff
6571,Fernando León de Aranoa
6572,Gavin Grazer
6573,Billy Wilder
6574,"December 19, 2022 (United Kingdom)"
6577,Albert Pyun
6578,Billy Wilder
6579,Billy Wilder
6581,Billy Wilder
6582,Guy Hamilton
6583,David Webb Peoples
6584,Woody Allen
6586,Jesse Dylan
6587,Martin Brest
6588,Claude Lelouch
6591,Peter Mullan
6592,Alan Rudolph
6593,Mark Waters
6595,Clark Johnson
6596,James Ivory
6597,Shinsuke Sato
6598,Dana Brown
6603,Maila Nurmi
6604,Pier Paolo Pasolini
6609,Not available
6611,Vittorio De Sica
6612,Joe Berlinger
6614,Lawrence Kasdan
6615,Ronny Yu
6616,Casey La Scala
6617,Kevin Costner
6618,Stephen Chow
6619,Boaz Yakin
6620,Shari Springer Berman
6624,Harald Zwart
6625,Jonathan Prince
6628,Peter Markle
6629,André De Toth
6631,John Lafia
6636,Rob Reiner
6638,Martha Coolidge
6639,Terence Young
6643,Yasujirô Ozu
